,origin_airport_name,origin_airport_city,origin_airport_country,origin_airport_iata,origin_icao,origin_lat,origin_long,origin_altitude,origin_timezone
3772,Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.91,120.85,0.0,Asia/Shanghai
3773,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.44,-99.07,7316.0,America/Mexico_City
3774,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.22,105.81,39.0,Asia/Saigon
3775,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.5,50.16,477.0,Europe/Samara
3776,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88,-63.51,477.0,America/Halifax
3777,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01,82.65,365.0,Asia/Krasnoyarsk
3778,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.58,103.95,1625.0,Asia/Shanghai
3779,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.99,-90.26,4.0,America/Chicago
3780,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9,4.48,184.0,Europe/Brussels
3781,Noi Bai International Airport,Hanoi,Vietnam,HAN,VVNB,21.22,105.81,39.0,Asia/Saigon
3782,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.59,130.45,32.0,Asia/Tokyo
3783,Tucson International Airport,Tucson,United States,TUS,KTUS,32.12,-110.94,2643.0,America/Phoenix
3784,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.82,106.65,33.0,Asia/Saigon
3785,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.82,-58.54,67.0,America/Buenos_Aires
3786,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.64,-73.78,13.0,America/New_York
3787,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.82,-39.03,15.0,America/Fortaleza
3788,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.42,-54.79,198.0,America/Belem
3789,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.77,-35.38,272.0,America/Fortaleza
3790,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.74,118.86,49.0,Asia/Shanghai
3791,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.54,-88.31,15.0,America/Belize
3792,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,SPHI,-6.79,-79.83,97.0,America/Lima
3793,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,23.84,90.4,30.0,Asia/Dhaka
3794,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984.0,America/Chicago
3795,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.88,-48.23,3094.0,America/Sao_Paulo
3796,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.54,106.8,3736.0,Asia/Shanghai
3797,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
3798,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19,-123.18,14.0,America/Vancouver
3799,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86,-40.86,3002.0,America/Fortaleza
3800,Yangon International Airport,Yangon,Burma,RGN,VYYY,16.91,96.13,109.0,Asia/Rangoon
3801,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.79,-67.47,189.0,America/Catamarca
3802,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,-3.7800000000000002,-73.31,306.0,America/Lima
3803,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.75,112.63,2575.0,Asia/Shanghai
3804,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
3805,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,SPST,-6.51,-76.37,869.0,America/Lima
3806,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.17,20.97,362.0,Europe/Warsaw
3807,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.15,-34.95,217.0,America/Fortaleza
3808,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13.0,America/Los_Angeles
3809,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.94,23.94,308.0,Europe/Athens
3810,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.88,-78.79,435.0,America/New_York
3811,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62,-43.97,2715.0,America/Sao_Paulo
3812,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.92,-71.2,481.0,America/Santiago
3813,London Stansted Airport,London,United Kingdom,STN,EGSS,51.88,0.23,348.0,Europe/London
3814,William P Hobby Airport,Houston,United States,HOU,KHOU,29.65,-95.28,46.0,America/Chicago
3815,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.18,-76.67,146.0,America/New_York
3816,Ontario International Airport,Ontario,United States,ONT,KONT,34.06,-117.6,944.0,America/Los_Angeles
3817,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.99,-51.17,11.0,America/Sao_Paulo
3818,Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.04,-86.88,22.0,America/Cancun
3819,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28,114.7,233.0,Asia/Shanghai
3820,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.54,106.8,3736.0,Asia/Shanghai
3821,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.19,-97.67,542.0,America/Chicago
3822,Kahului Airport,Kahului,United States,OGG,PHOG,20.9,-156.43,54.0,Pacific/Honolulu
3823,Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,ZSQZ,24.8,118.59,0.0,Asia/Shanghai
3824,Lihue Airport,Lihue,United States,LIH,PHLI,21.98,-159.34,153.0,Pacific/Honolulu
3825,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
3826,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.68,-79.63,569.0,America/Toronto
3827,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
3828,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
3829,,,,,,,,,
3830,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.15,-34.95,217.0,America/Fortaleza
3831,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.12,11.05,681.0,Europe/Oslo
3832,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,-5.06,119.55,47.0,Asia/Makassar
3833,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.88,-48.65,18.0,America/Sao_Paulo
3834,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.63,25.29,648.0,Europe/Vilnius
3835,Mineralnyye Vody Airport,Mineralnye Vody,Russia,MRV,URMM,44.23,43.08,1054.0,Europe/Moscow
3836,Naha Airport,Okinawa,Japan,OKA,ROAH,26.2,127.65,12.0,Asia/Tokyo
3837,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.41,37.91,588.0,Europe/Moscow
3838,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
3839,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,SKMD,6.22,-75.59,4949.0,America/Bogota
3840,Chubu Centrair International Airport,Nagoya,Japan,NGO,RJGG,34.86,136.8,15.0,Asia/Tokyo
3841,Bodø Airport,Bodo,Norway,BOO,ENBO,67.27,14.37,42.0,Europe/Oslo
3842,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59,37.26,685.0,Europe/Moscow
3843,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69,-74.17,18.0,America/New_York
3844,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88,-63.51,477.0,America/Halifax
3845,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.89,-74.78,98.0,America/Bogota
3846,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.83,121.46,13.0,Asia/Shanghai
3847,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,SKMD,6.22,-75.59,4949.0,America/Bogota
3848,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.59,130.45,32.0,Asia/Tokyo
3849,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
3850,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.22,110.04,570.0,Asia/Shanghai
3851,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
3852,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.21,-65.27,141.0,America/Catamarca
3853,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25,55.36,62.0,Asia/Dubai
3854,Faro Airport,Faro,Portugal,FAO,LPFR,37.01,-7.97,24.0,Europe/Lisbon
3855,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.98,-87.9,672.0,America/Chicago
3856,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.8,130.72,906.0,Asia/Tokyo
3857,Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.9,-62.84,49.0,
3858,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.03,39.17,118.0,Europe/Moscow
3859,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.86,115.9,143.0,Asia/Shanghai
3860,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,SUMU,-34.84,-56.03,105.0,America/Montevideo
3861,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.94,23.94,308.0,Europe/Athens
3862,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.47,-54.67,1833.0,America/Campo_Grande
3863,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.97,121.54,107.0,Asia/Shanghai
3864,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.41,-81.85,791.0,America/New_York
3865,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,10.31,123.98,31.0,Asia/Manila
3866,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.64,-73.78,13.0,America/New_York
3867,Milano Linate Airport,Milan,Italy,LIN,LIML,45.45,9.28,353.0,Europe/Rome
3868,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.12,11.05,681.0,Europe/Oslo
3869,Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.72,-122.22,9.0,America/Los_Angeles
3870,Baita International Airport,Hohhot,China,HET,ZBHH,40.85,111.82,3556.0,Asia/Shanghai
3871,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
3872,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,-7.22,-39.27,1392.0,America/Fortaleza
3873,,,,,,,,,
3874,Marseille Provence Airport,Marseille,France,MRS,LFML,43.44,5.22,74.0,Europe/Paris
3875,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39.0,Europe/Rome
3876,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.2,121.34,10.0,Asia/Shanghai
3877,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.64,123.48,198.0,Asia/Shanghai
3878,Liuting Airport,Qingdao,China,TAO,ZSQD,36.27,120.37,33.0,Asia/Shanghai
3879,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.8,130.72,906.0,Asia/Tokyo
3880,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.73,-62.17,246.0,America/Buenos_Aires
3881,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9,-60.78,85.0,America/Cordoba
3882,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.78,114.21,113.0,Asia/Shanghai
3883,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.43,135.24,26.0,Asia/Tokyo
3884,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.87,7.14,302.0,Europe/Berlin
3885,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.9,-80.04,46.0,America/New_York
3886,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.63,25.29,648.0,Europe/Vilnius
3887,Dabolim Airport,Goa,India,GOI,VAGO,15.38,73.83,150.0,Asia/Calcutta
3888,Khrabrovo Airport,Kaliningrad,Russia,KGD,UMKK,54.89,20.59,42.0,Europe/Kaliningrad
3889,Washington Dulles International Airport,Washington,United States,IAD,KIAD,38.94,-77.46,312.0,America/New_York
3890,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,MMGL,20.52,-103.31,5016.0,America/Mexico_City
3891,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.41,19.72,126.0,Europe/Tirane
3892,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.95,-87.9,723.0,America/Chicago
3893,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.75,-90.37,618.0,America/Chicago
3894,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59,58.28,48.0,Asia/Muscat
3895,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.31,-113.58,2373.0,America/Edmonton
3896,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.55,139.78,35.0,Asia/Tokyo
3897,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,40.52,22.97,22.0,Europe/Athens
3898,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59,37.26,685.0,Europe/Moscow
3899,Khrabrovo Airport,Kaliningrad,Russia,KGD,UMKK,54.89,20.59,42.0,Europe/Kaliningrad
3900,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.78,114.21,113.0,Asia/Shanghai
3901,Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.73,5.08,821.0,Europe/Paris
3902,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.87,-75.24,36.0,America/New_York
3903,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.08,121.23,106.0,Asia/Taipei
3904,Tampa International Airport,Tampa,United States,TPA,KTPA,27.98,-82.53,26.0,America/New_York
3905,Kempegowda International Airport,Bangalore,India,BLR,VOBL,13.2,77.71,3000.0,Asia/Calcutta
3906,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,-3.7800000000000002,-73.31,306.0,America/Lima
3907,Will Rogers World Airport,Oklahoma City,United States,OKC,KOKC,35.39,-97.6,1295.0,America/Chicago
3908,Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.63,1.3599999999999999,499.0,Europe/Paris
3909,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
3910,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.88,-48.23,3094.0,America/Sao_Paulo
3911,,,,,,,,,
3912,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.54,-116.97,489.0,America/Tijuana
3913,Denver International Airport,Denver,United States,DEN,KDEN,39.86,-104.67,5431.0,America/Denver
3914,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.82,20.31,335.0,Europe/Belgrade
3915,Ufa International Airport,Ufa,Russia,UFA,UWUU,54.56,55.87,449.0,Asia/Yekaterinburg
3916,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.21,-65.27,141.0,America/Catamarca
3917,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748.0,America/New_York
3918,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.44,-66.0,9.0,America/Puerto_Rico
3919,Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.54,106.8,3736.0,Asia/Shanghai
3920,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
3921,Valencia Airport,Valencia,Spain,VLC,LEVC,39.49,-0.48,240.0,Europe/Madrid
3922,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.88,-78.79,435.0,America/New_York
3923,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.67,-48.55,16.0,America/Sao_Paulo
3924,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47,-73.74,118.0,America/Toronto
3925,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.7800000000000002,-38.53,82.0,America/Fortaleza
3926,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.66,12.28,506.0,Europe/Stockholm
3927,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11,16.57,600.0,Europe/Vienna
3928,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,PMV,SVMG,10.91,-63.97,74.0,America/Caracas
3929,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.93,-72.51,1096.0,America/Bogota
3930,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.68,-105.25,23.0,America/Mexico_City
3931,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.05,-51.07,56.0,America/Fortaleza
3932,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.91,-87.97,4.0,America/Belize
3933,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.89,-74.78,98.0,America/Bogota
3934,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.86,115.9,143.0,Asia/Shanghai
3935,Istanbul Airport,Istanbul,Turkey,IST,LTFM,41.28,28.75,325.0,
3936,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.97,37.41,622.0,Europe/Moscow
3937,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.41,37.91,588.0,Europe/Moscow
3938,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97.0,America/Chicago
3939,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.63,8.73,768.0,Europe/Rome
3940,London Luton Airport,London,United Kingdom,LTN,EGGW,51.87,-0.37,526.0,Europe/London
3941,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.46,8.55,1416.0,Europe/Zurich
3942,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39.0,Europe/Rome
3943,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.41,-81.85,791.0,America/New_York
3944,Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,ZSQZ,24.8,118.59,0.0,Asia/Shanghai
3945,El Alto International Airport,La Paz,Bolivia,LPB,SLLP,-16.51,-68.19,13355.0,America/La_Paz
3946,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.6,-61.34,58.0,America/Port_of_Spain
3947,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67,-4.5,53.0,Europe/Madrid
3948,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14,121.81,13.0,Asia/Shanghai
3949,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8,12.24,13.0,Europe/Rome
3950,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.9,-97.04,607.0,America/Chicago
3951,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.01,2.55,392.0,Europe/Paris
3952,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.63,-49.22,2450.0,America/Sao_Paulo
3953,Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29,5.22,170.0,Europe/Oslo
3954,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
3955,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.36,-121.93,62.0,America/Los_Angeles
3956,San Diego International Airport,San Diego,United States,SAN,KSAN,32.73,-117.19,17.0,America/Los_Angeles
3957,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.91,-87.97,4.0,America/Belize
3958,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
3959,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86,-40.86,3002.0,America/Fortaleza
3960,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.7,-121.59,27.0,America/Los_Angeles
3961,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49,-81.69,30.0,America/New_York
3962,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49,-80.23,1203.0,America/New_York
3963,Osaka International Airport,Osaka,Japan,ITM,RJOO,34.79,135.44,50.0,Asia/Tokyo
3964,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.91,-97.24,783.0,America/Winnipeg
3965,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.88,5.64,29.0,Europe/Oslo
3966,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.96,46.7,2049.0,Asia/Riyadh
3967,Naples International Airport,Naples,Italy,NAP,LIRN,40.89,14.29,294.0,Europe/Rome
3968,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.69,51.31,3962.0,Asia/Tehran
3969,Vilnius International Airport,Vilnius,Lithuania,VNO,EYVI,54.63,25.29,648.0,Europe/Vilnius
3970,Naha Airport,Okinawa,Japan,OKA,ROAH,26.2,127.65,12.0,Asia/Tokyo
3971,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62,-43.97,2715.0,America/Sao_Paulo
3972,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.19,-97.67,542.0,America/Chicago
3973,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.61,49.28,411.0,Europe/Moscow
3974,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
3975,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.92,-71.2,481.0,America/Santiago
3976,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.94,-72.68,173.0,America/New_York
3977,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.13,101.55,90.0,Asia/Kuala_Lumpur
3978,London Luton Airport,London,United Kingdom,LTN,EGGW,51.87,-0.37,526.0,Europe/London
3979,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.42,-54.79,198.0,America/Belem
3980,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,MMGL,20.52,-103.31,5016.0,America/Mexico_City
3981,Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87,-4.43,26.0,Europe/London
3982,Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.97,37.41,622.0,Europe/Moscow
3983,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.61,108.17,421.0,Asia/Shanghai
3984,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.7,23.41,1742.0,Europe/Sofia
3985,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.24,-57.52,292.0,America/Asuncion
3986,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65,17.92,137.0,Europe/Stockholm
